ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,TOTAL_SALES,REVENUE
10175,28,100,6,"2,969.96",11/6/2003,Shipped,4,11,2003,Trucks and Buses,127.00,S24_2300,"Stylish Desk Decors, Co.",171 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Small,2800,78400
10184,24,100,11,"3,496.32",11/14/2003,Shipped,4,11,2003,Trucks and Buses,127.00,S24_2300,"Iberia Gift Imports, Corp.",95 555 82 82,"C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Medium,2400,57600
10194,49,100,1,"5,760.93",11/25/2003,Shipped,4,11,2003,Trucks and Buses,127.00,S24_2300,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium,4900,240100
10207,46,100,12,"6,819.04",12/9/2003,Shipped,4,12,2003,Trucks and Buses,127.00,S24_2300,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Valarie,Medium,4600,211600
10217,28,100,1,"3,148.88",2/4/2004,Shipped,1,2,2004,Trucks and Buses,127.00,S24_2300,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2ndNAFloor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium,2800,78400
10229,48,100,6,"5,704.32",3/11/2004,Shipped,1,3,2004,Trucks and Buses,127.00,S24_2300,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,4800,230400
10246,29,100,10,"3,520.60",5/5/2004,Shipped,2,5,2004,Trucks and Buses,127.00,S24_2300,Euro Shopping Channel,91 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,2900,84100
10259,47,100,9,"5,285.62",6/15/2004,Shipped,2,6,2004,Trucks and Buses,127.00,S24_2300,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2ndNAFloor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium,4700,220900
10271,43,100,10,"5,605.05",7/20/2004,Shipped,3,7,2004,Trucks and Buses,127.00,S24_2300,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,4300,184900
10281,25,100,6,"2,779.50",8/19/2004,Shipped,3,8,2004,Trucks and Buses,127.00,S24_2300,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Small,2500,62500
10291,48,100,1,"5,398.08",9/8/2004,Shipped,3,9,2004,Trucks and Buses,127.00,S24_2300,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,4800,230400
10305,24,100,10,"3,189.60",10/13/2004,Shipped,4,10,2004,Trucks and Buses,127.00,S24_2300,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Medium,2400,57600
10313,42,100,4,"5,581.80",10/22/2004,Shipped,4,10,2004,Trucks and Buses,127.00,S24_2300,Canadian Gift Exchange Network,604 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Medium,4200,176400
10324,31,100,2,"3,820.44",11/5/2004,Shipped,4,11,2004,Trucks and Buses,127.00,S24_2300,Vitachrome Inc.,2125551500,2678 Kingston Rd.,SuiteNA101,NYC,NY,10022,USA,NA,Frick,Michael,Medium,3100,96100
10334,42,100,5,"5,528.04",11/19/2004,On Hold,4,11,2004,Trucks and Buses,127.00,S24_2300,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv�gen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,4200,176400
10348,37,100,1,"5,981.42",11/1/2004,Shipped,4,11,2004,Trucks and Buses,127.00,S24_2300,"Corrida Auto Replicas, Ltd",91 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart》,Medium,3700,136900
10358,41,100,7,"5,684.65",12/10/2004,Shipped,4,12,2004,Trucks and Buses,127.00,S24_2300,Euro Shopping Channel,91 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,4100,168100
10371,20,100,5,"3,449.40",1/23/2005,Shipped,1,1,2005,Trucks and Buses,127.00,S24_2300,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,2000,40000
10382,20,100,3,"2,654.40",2/17/2005,Shipped,1,2,2005,Trucks and Buses,127.00,S24_2300,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,2000,40000
10412,70,100,10,"8,498.00",5/3/2005,Shipped,2,5,2005,Trucks and Buses,127.00,S24_2300,Euro Shopping Channel,91 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Large,7000,490000
10425,49,100,9,"5,510.54",5/31/2005,In Process,2,5,2005,Trucks and Buses,127.00,S24_2300,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,4900,240100
10108,35,58.87,15,"2,060.45",3/3/2003,Shipped,1,3,2003,Motorcycles,69.00,S24_2360,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Small,2060.45,72115.75
10121,32,76.88,2,"2,460.16",5/7/2003,Shipped,2,5,2003,Motorcycles,69.00,S24_2360,Reims Collectables,26471555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Small,2460.16,78725.12
10135,29,61.64,16,"1,787.56",7/2/2003,Shipped,3,7,2003,Motorcycles,69.00,S24_2360,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,1787.56,51839.24
10145,27,60.95,3,"1,645.65",8/25/2003,Shipped,3,8,2003,Motorcycles,69.00,S24_2360,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Small,1645.65,44432.55
10159,27,80.34,11,"2,169.18",10/10/2003,Shipped,4,10,2003,Motorcycles,69.00,S24_2360,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Small,2169.18,58567.86
10169,38,74.11,11,"2,816.18",11/4/2003,Shipped,4,11,2003,Motorcycles,69.00,S24_2360,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,LevelNA15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,2816.18,107014.84
10180,35,72.03,6,"2,521.05",11/11/2003,Shipped,4,11,2003,Motorcycles,69.00,S24_2360,Daedalus Designs Imports,20161555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Martine,Small,2521.05,88236.75
10190,42,76.19,3,"3,199.98",11/19/2003,Shipped,4,11,2003,Motorcycles,69.00,S24_2360,Euro Shopping Channel,91 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,3199.98,134399.16
10211,21,63.72,11,"1,338.12",1/15/2004,Shipped,1,1,2004,Motorcycles,69.00,S24_2360,Auto Canal Petit,1 47556555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Small,1338.12,28100.52
10224,37,80.34,4,"2,972.58",2/21/2004,Shipped,1,2,2004,Motorcycles,69.00,S24_2360,Daedalus Designs Imports,20161555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Martine,Small,2972.58,109985.46
10237,26,79.65,4,"2,070.90",4/5/2004,Shipped,2,4,2004,Motorcycles,69.00,S24_2360,Vitachrome Inc.,2125551500,2678 Kingston Rd.,SuiteNA101,NYC,NY,10022,USA,NA,Frick,Michael,Small,2070.9,53843.4
10252,47,65.8,8,"3,092.60",5/26/2004,Shipped,2,5,2004,Motorcycles,69.00,S24_2360,Auto Canal Petit,1 47556555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Medium,3092.6,145352.2
10264,37,65.1,6,"2,408.70",6/30/2004,Shipped,2,6,2004,Motorcycles,69.00,S24_2360,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA,Yoshido,Juri,Small,2408.7,89121.9
10276,46,75.49,12,"3,472.54",8/2/2004,Shipped,3,8,2004,Motorcycles,69.00,S24_2360,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,NA,Barajas,Miguel,Medium,3472.54,159736.84
10285,38,59.56,3,"2,263.28",8/27/2004,Shipped,3,8,2004,Motorcycles,69.00,S24_2360,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Small,2263.28,86004.64
10299,33,66.49,6,"2,194.17",9/30/2004,Shipped,3,9,2004,Motorcycles,69.00,S24_2360,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Small,2194.17,72407.61
10309,24,56.1,2,"1,346.40",10/15/2004,Shipped,4,10,2004,Motorcycles,69.00,S24_2360,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small,1346.4,32313.6
10319,31,81.73,7,"2,533.63",11/3/2004,Shipped,4,11,2004,Motorcycles,69.00,S24_2360,Microscale Inc.,2125551957,5290 North Pendale Street,SuiteNA200,NYC,NY,10022,USA,NA,Kuo,Kee,Small,2533.63,78542.53
10330,42,81.03,1,"3,403.26",11/16/2004,Shipped,4,11,2004,Motorcycles,69.00,S24_2360,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,3403.26,142936.92
10341,32,100,6,"3,307.20",11/24/2004,Shipped,4,11,2004,Motorcycles,69.00,S24_2360,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium,3200,102400
10355,41,70.65,3,"2,896.65",12/7/2004,Shipped,4,12,2004,Motorcycles,69.00,S24_2360,Euro Shopping Channel,91 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2896.65,118762.65
10363,43,61.23,14,"2,632.89",1/6/2005,Shipped,1,1,2005,Motorcycles,69.00,S24_2360,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,2632.89,113214.27
10375,20,100,14,"2,046.00",2/3/2005,Shipped,1,2,2005,Motorcycles,69.00,S24_2360,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Small,2000,40000
10390,35,65.13,4,"2,279.55",3/4/2005,Shipped,1,3,2005,Motorcycles,69.00,S24_2360,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,2279.55,79784.25
10403,27,79.65,4,"2,150.55",4/8/2005,Shipped,2,4,2005,Motorcycles,69.00,S24_2360,"UK Collectables, Ltd.",171 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Small,2150.55,58064.85
10110,43,78.15,11,"3,360.45",3/18/2003,Shipped,1,3,2003,Classic Cars,90.00,S24_2766,"AV Stores, Co.",171 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,3360.45,144499.35
10124,32,72.7,10,"2,326.40",5/21/2003,Shipped,2,5,2003,Classic Cars,90.00,S24_2766,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Sue,Small,2326.4,74444.8
10148,21,73.6,4,"1,545.60",9/11/2003,Shipped,3,9,2003,Classic Cars,90.00,S24_2766,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,LevelNA15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,1545.6,32457.6
10161,20,100,3,"2,144.60",10/17/2003,Shipped,4,10,2003,Classic Cars,90.00,S24_2766,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Small,2000,40000
10172,22,74.51,1,"1,639.22",11/5/2003,Shipped,4,11,2003,Classic Cars,90.00,S24_2766,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Julie,Small,1639.22,36062.84
10182,36,73.6,14,"2,649.60",11/12/2003,Shipped,4,11,2003,Classic Cars,90.00,S24_2766,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,2649.6,95385.6
10192,46,83.6,2,"3,845.60",11/20/2003,Shipped,4,11,2003,Classic Cars,90.00,S24_2766,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Medium,3845.6,176897.6
10204,47,96.32,8,"4,527.04",12/2/2003,Shipped,4,12,2003,Classic Cars,90.00,S24_2766,Muscle Machine Inc,2125557413,4092 Furth Circle,SuiteNA400,NYC,NY,10022,USA,NA,Young,Jeff,Medium,4527.04,212770.88
10212,45,88.14,1,"3,966.30",1/16/2004,Shipped,1,1,2004,Classic Cars,90.00,S24_2766,Euro Shopping Channel,91 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,3966.3,178483.5
10227,47,88.14,14,"4,142.58",3/2/2004,Shipped,1,3,2004,Classic Cars,90.00,S24_2766,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium,4142.58,194701.26
10241,47,94.5,6,"4,441.50",4/13/2004,Shipped,2,4,2004,Classic Cars,90.00,S24_2766,Mini Caravy,88601555,"24, place Kluber",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Medium,4441.5,208750.5
10267,38,87.24,3,"3,315.12",7/7/2004,Shipped,3,7,2004,Classic Cars,90.00,S24_2766,Muscle Machine Inc,2125557413,4092 Furth Circle,SuiteNA400,NYC,NY,10022,USA,NA,Young,Jeff,Medium,3315.12,125974.56
10279,49,79.97,3,"3,918.53",8/9/2004,Shipped,3,8,2004,Classic Cars,90.00,S24_2766,Euro Shopping Channel,91 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,3918.53,192007.97
10288,35,80.87,9,"2,830.45",9/1/2004,Shipped,3,9,2004,Classic Cars,90.00,S24_2766,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2ndNAFloor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small,2830.45,99065.75
10302,49,100,5,"5,298.86",10/6/2003,Shipped,4,10,2003,Classic Cars,90.00,S24_2766,"UK Collectables, Ltd.",171 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,4900,240100
10311,28,93.6,4,"2,620.80",10/16/2004,Shipped,4,10,2004,Classic Cars,90.00,S24_2766,Euro Shopping Channel,91 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2620.8,73382.4
10321,30,72.7,1,"2,181.00",11/4/2004,Shipped,4,11,2004,Classic Cars,90.00,S24_2766,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Small,2181,65430
10332,39,86.72,7,"3,382.08",11/17/2004,Shipped,4,11,2004,Classic Cars,90.00,S24_2766,"AV Stores, Co.",171 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,3382.08,131901.12
10346,25,100,1,"2,876.75",11/29/2004,Shipped,4,11,2004,Classic Cars,90.00,S24_2766,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Sue,Small,2500,62500
10368,40,100,2,"4,107.20",1/19/2005,Shipped,1,1,2005,Classic Cars,90.00,S24_2766,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,4000,160000
10380,36,37.5,6,"1,350.00",2/16/2005,Shipped,1,2,2005,Classic Cars,90.00,S24_2766,Euro Shopping Channel,91 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,1350,48600
10407,76,94.5,6,"7,182.00",4/22/2005,On Hold,2,4,2005,Classic Cars,90.00,S24_2766,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Large,7182,545832
10420,39,100,9,"3,933.93",5/29/2005,In Process,2,5,2005,Classic Cars,90.00,S24_2766,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",LevelNA6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,3900,152100
10104,44,39.6,10,"1,742.40",1/31/2003,Shipped,1,1,2003,Classic Cars,35.00,S24_2840,Euro Shopping Channel,91 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,1742.4,76665.6
10114,24,30.06,1,721.44,4/1/2003,Shipped,2,4,2003,Classic Cars,35.00,S24_2840,"La Corne D'abondance, Co.",1 42342555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Small,721.44,17314.56
10127,39,38.19,12,"1,489.41",6/3/2003,Shipped,2,6,2003,Classic Cars,35.00,S24_2840,Muscle Machine Inc,2125557413,4092 Furth Circle,SuiteNA400,NYC,NY,10022,USA,NA,Young,Jeff,Small,1489.41,58086.99
10141,21,42.43,6,891.03,8/1/2003,Shipped,3,8,2003,Classic Cars,35.00,S24_2840,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,891.03,18711.63
10151,30,40.31,4,"1,209.30",9/21/2003,Shipped,3,9,2003,Classic Cars,35.00,S24_2840,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Small,1209.3,36279
10165,27,31.82,13,859.14,10/22/2003,Shipped,4,10,2003,Classic Cars,35.00,S24_2840,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small,859.14,23196.78
10175,37,31.12,2,"1,151.44",11/6/2003,Shipped,4,11,2003,Classic Cars,35.00,S24_2840,"Stylish Desk Decors, Co.",171 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Small,1151.44,42603.28
10184,42,31.82,7,"1,336.44",11/14/2003,Shipped,4,11,2003,Classic Cars,35.00,S24_2840,"Iberia Gift Imports, Corp.",95 555 82 82,"C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Small,1336.44,56130.48
10195,32,28.29,7,905.28,11/25/2003,Shipped,4,11,2003,Classic Cars,35.00,S24_2840,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,NA,Frick,Steve,Small,905.28,28968.96
10207,42,29.7,8,"1,247.40",12/9/2003,Shipped,4,12,2003,Classic Cars,35.00,S24_2840,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Valarie,Small,1247.4,52390.8
10219,21,40.31,3,846.51,2/10/2004,Shipped,1,2,2004,Classic Cars,35.00,S24_2840,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,NA,Taylor,Sue,Small,846.51,17776.71
10229,33,32.88,2,"1,085.04",3/11/2004,Shipped,1,3,2004,Classic Cars,35.00,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,1085.04,35806.32
10246,49,36.07,6,"1,767.43",5/5/2004,Shipped,2,5,2004,Classic Cars,35.00,S24_2840,Euro Shopping Channel,91 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,1767.43,86604.07
10259,31,33.24,5,"1,030.44",6/15/2004,Shipped,2,6,2004,Classic Cars,35.00,S24_2840,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2ndNAFloor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small,1030.44,31943.64
10271,38,41.72,6,"1,585.36",7/20/2004,Shipped,3,7,2004,Classic Cars,35.00,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,1585.36,60243.68
10281,20,40.66,2,813.20,8/19/2004,Shipped,3,8,2004,Classic Cars,35.00,S24_2840,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Small,813.2,16264
10292,39,30.06,9,"1,172.34",9/8/2004,Shipped,3,9,2004,Classic Cars,35.00,S24_2840,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Small,1172.34,45721.26
10305,48,31.47,6,"1,510.56",10/13/2004,Shipped,4,10,2004,Classic Cars,35.00,S24_2840,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Small,1510.56,72506.88
10314,39,37.13,15,"1,448.07",10/22/2004,Shipped,4,10,2004,Classic Cars,35.00,S24_2840,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Small,1448.07,56474.73
10324,30,100,9,"3,338.10",11/5/2004,Shipped,4,11,2004,Classic Cars,35.00,S24_2840,Vitachrome Inc.,2125551500,2678 Kingston Rd.,SuiteNA101,NYC,NY,10022,USA,NA,Frick,Michael,Medium,3000,90000
10335,33,37.13,2,"1,225.29",11/19/2004,Shipped,4,11,2004,Classic Cars,35.00,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,1225.29,40434.57
10349,36,37.13,3,"1,336.68",12/1/2004,Shipped,4,12,2004,Classic Cars,35.00,S24_2840,Muscle Machine Inc,2125557413,4092 Furth Circle,SuiteNA400,NYC,NY,10022,USA,NA,Young,Jeff,Small,1336.68,48120.48
10358,36,82.94,4,"2,985.84",12/10/2004,Shipped,4,12,2004,Classic Cars,35.00,S24_2840,Euro Shopping Channel,91 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2985.84,107490.24
10371,45,100,8,"5,545.80",1/23/2005,Shipped,1,1,2005,Classic Cars,35.00,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,4500,202500
10383,40,100,3,"6,089.60",2/22/2005,Shipped,1,2,2005,Classic Cars,35.00,S24_2840,Euro Shopping Channel,91 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,4000,160000
10394,46,38.9,6,"1,789.40",3/15/2005,Shipped,1,3,2005,Classic Cars,35.00,S24_2840,Euro Shopping Channel,91 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,1789.4,82312.4
10412,30,36.07,6,"1,082.10",5/3/2005,Shipped,2,5,2005,Classic Cars,35.00,S24_2840,Euro Shopping Channel,91 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,1082.1,32463
10425,31,33.24,5,"1,030.44",5/31/2005,In Process,2,5,2005,Classic Cars,35.00,S24_2840,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Small,1030.44,31943.64
10106,49,74.68,13,"3,659.32",2/17/2003,Shipped,1,2,2003,Planes,68.00,S24_2841,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium,3659.32,179306.68
10119,41,59.6,4,"2,443.60",4/28/2003,Shipped,2,4,2003,Planes,68.00,S24_2841,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small,2443.6,100187.6
10131,35,67.14,5,"2,349.90",6/16/2003,Shipped,2,6,2003,Planes,68.00,S24_2841,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,NA,Lewis,Dan,Small,2349.9,82246.5
10143,27,60.97,8,"1,646.19",8/10/2003,Shipped,3,8,2003,Planes,68.00,S24_2841,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C,Small,1646.19,44447.13
10155,23,72.62,6,"1,670.26",10/6/2003,Shipped,4,10,2003,Planes,68.00,S24_2841,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Small,1670.26,38415.98
10167,21,69.88,2,"1,467.48",10/23/2003,Cancelled,4,10,2003,Planes,68.00,S24_2841,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Small,1467.48,30817.08
10178,34,80.84,5,"2,748.56",11/8/2003,Shipped,4,11,2003,Planes,68.00,S24_2841,Alpha Cognac,61776555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette,Small,2748.56,93451.04
10186,22,69.2,2,"1,522.40",11/14/2003,Shipped,4,11,2003,Planes,68.00,S24_2841,"Double Decker Gift Stores, Ltd",171 555-7555,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA,Hardy,Thomas,Small,1522.4,33492.8
10198,48,67.82,5,"3,255.36",11/27/2003,Shipped,4,11,2003,Planes,68.00,S24_2841,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,3255.36,156257.28
10209,43,82.21,1,"3,535.03",1/9/2004,Shipped,1,1,2004,Planes,68.00,S24_2841,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,,Los Angeles,CA,,USA,NA,Chandler,Michael,Medium,3535.03,152006.29
10222,32,81.53,5,"2,608.96",2/19/2004,Shipped,1,2,2004,Planes,68.00,S24_2841,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,NA,Thompson,Valarie,Small,2608.96,83486.72
10249,20,67.82,1,"1,356.40",5/8/2004,Shipped,2,5,2004,Planes,68.00,S24_2841,Cambridge Collectables Co.,6175555555,4658 Baden Av.,,Cambridge,MA,51247,USA,NA,Tseng,Kyung,Small,1356.4,27128
